ac|en|fi|pt|ru|zh|ja|ko|de
belts_knights_girdle|Knight's Girdle|Knight's Girdle|Knight's Girdle|Пояс Рыцаря|Knight's Girdle|Knight's Girdle|Knight's Girdle|Knight's Girdle
belts_belt_of_infinite_wealth|Belt of Infinite Wealth|Äärettömän rikkauden vyö|Cinturão de Riqueza Infinita|Belt of Infinite Wealth|无限财富的腰带|無限の富をもたらすベルト|Belt of Infinite Wealth|Gürtel des unendlichen Reichtums
belts_rugals_sash_of_undertaking|Rugal's Sash of Undertaking|Rugalin sitoutumislippu|Rugal's Sash of Undertaking|Rugal's Sash of Undertaking|Rugal的承诺书|ルガルの襷（たすき）をかけて|Rugal's Sash of Undertaking|Rugal's Schärpe der Unternehmung
belts_sash_of_magi|Sash of the Magi|Taikurien liivi|A faixa dos Reis Magos|Sash of the Magi|麦琪的腰带|マギのサッシュ|Sash of the Magi|Schärpe der Heiligen Drei Könige
belts_ice_queens_cestus|Ice Queen's Cestus|Jääkuningattaren Cestus|Cestus da Rainha do Gelo|Ice Queen's Cestus|冰雪女王的塞斯图斯|Ice Queen's Cestus|Ice Queen's Cestus|Eisköniginnenzistrosen
belts_sets_lightning_sash|Set's Lightning Sash|Setin salamanauha|Conjunto de faixa de relâmpagos|Set's Lightning Sash|集的闪电腰带|セトのライトニングサッシュ|Set's Lightning Sash|Blitzschärpe des Sets
belts_tether_of_anguish|Tether of Anguish|Tuskan köysi|Corda de angústia|Tether of Anguish|痛苦的纽带|Tether of Anguish（苦悩の綱|Tether of Anguish|Fessel der Angst
belts_hatsepsuts_girdle|Hatshepsut's Girdle|Hatsepsutin vyötärö|Cinturão Hatshepsut|Hatshepsut's Girdle|哈特谢普苏特的腰带|ハトシェプストのガードル|Hatshepsut's Girdle|Hatschepsuts Hüftgürtel
belts_ashen_belt|Ashen Belt|Tuhkainen vyö|Cinto Ashen|Ashen Belt|灰烬带|アッシェンベルト|Ashen Belt|Aschegürtel
belts_combat_duty_belt|Combat Duty Belt|Combat Duty Belt|Combat Duty Belt|Combat Duty Belt|Combat Duty Belt|Combat Duty Belt|Combat Duty Belt|Combat Duty Belt
belts_cingulum_of_shifting_destiny|Cingulum of Shifting Destiny|Cingulum of Shifting Destiny|Cingulum of Shifting Destiny|Cingulum of Shifting Destiny|Cingulum of Shifting Destiny|Cingulum of Shifting Destiny|Cingulum of Shifting Destiny|Cingulum of Shifting Destiny
belts_brute_cord|Brute’s Cord |Brute’s Cord |Brute’s Cord |Brute’s Cord |Brute’s Cord |Brute’s Cord |Brute’s Cord |Brute’s Cord 
belts_sun_wukongs_belt|Sun Wukong’s Belt|Sun Wukong’s Belt|Sun Wukong’s Belt|Sun Wukong’s Belt|Sun Wukong’s Belt|Sun Wukong’s Belt|Sun Wukong’s Belt|Sun Wukong’s Belt
belts_warbosses_trophy_belt|Warbosses’ Trophy Belt|Warbosses Trophy Belt|Warbosses Trophy Belt|Warbosses Trophy Belt|Warbosses Trophy Belt|Warbosses Trophy Belt|Warbosses Trophy Belt|Warbosses Trophy Belt
belts_gaze_of_void|Gaze of the Void|Gaze of the Void|Gaze of the Void|Gaze of the Void|Gaze of the Void|Gaze of the Void|Gaze of the Void|Gaze of the Void
belts_pitfighters_razor_belt|Pitfighter’s Razor Belt|Pitfighter’s Razor Belt|Pitfighter’s Razor Belt|Pitfighter’s Razor Belt|Pitfighter’s Razor Belt|Pitfighter’s Razor Belt|Pitfighter’s Razor Belt|Pitfighter’s Razor Belt
belts_bronze_legion_girdle|Bronze Legion Girdle|Bronze Legion Girdle|Bronze Legion Girdle|Bronze Legion Girdle|Bronze Legion Girdle|Bronze Legion Girdle|Bronze Legion Girdle|Bronze Legion Girdle
||||||||
[runeword]||||||||
runeword_breath_of_dying|Breath of the Damned|||||||
runeword_windstride|Windstride|Tuulentuoma|Passo do Vento|Воздушная Поступь|疾风|ウィンドストライド|윈드스트라이드|Windschritt
runeword_potency|Potency|Teho|Potência|Могущество|效力|潜在力|힘|Potenz
runeword_sleight|Sleight|Silmänkääntäjä|Destreza|Ловкость|手法|巧妙|술책|Geschicklichkeit
runeword_shelter|Shelter|Suoja|Abrigo|Убежище|避难所|シェルター|대피처|Unterkunft
runeword_mirage|Mirage|Kangastus|Miragem|Мираж|海市蜃楼|ミラージュ|신기루|Illusion
runeword_thinking_cap|Thinking Cap|Mietintämyssy|Boné de Pensamento|Размышляпка|思考|シンキングキャップ|심사숙고|Denkmütze
runeword_lightforge|Lightforge|Valontakoja|Forja de Luz|Кузница Света|光铸|ライトフォージ|라이트포지|Lichtschmiede
runeword_scholar|Scholar|Oppinut|Estudioso|Ученик|学者|学者|학자|Gelehrter
runeword_fortress|Fortress|Linnoitus|Fortaleza|Крепость|堡垒|要塞|요새|Festung
runeword_bristle|Bristle|Harjas|Cerda|Щетина|猪鬃|針毛|털|Borste
runeword_force|Force|Voima|Força|Сила|力|力|힘|Kraft
runeword_mystify|Mystify|Mystifioi|Mistificar|Мистифицировать|故弄玄虚|神秘化|신비화|Verwirren
runeword_shroud_of_elements|Shroud of Elements|Elementtiliina|Mortalha de Elementos|Покров Стихий|裹尸布的元素|エレメントのシュラウド|요소의 장막|Schleier der Elemente
runeword_mayhem|Mayhem|Sekasorto|Caos|Беспредел|混乱|騒乱|아수라장|Chaos
runeword_quickstep|Quickstep|Nopsajalka|Passo Rápido|Легкая Поступь|跳快步舞|クイックステップ|빠른 스텝|Schnellmarsch
runeword_rainbow|Rainbow|Sateenkaari|Arco-íris|Радуга|彩虹|虹|무지개|Regenbogen
runeword_havoc|Havoc|Hävitys|Destruição|Опустошение|造成严重破坏|大混乱|혼란|Durcheinander
runeword_soulbraces|Soulbraces|Sielupari|Par de Almas|Духовные Скрепы|灵魂枷锁|ソウルブレイス|소울브레이스|Seelenschutz
runeword_breach_gauntlets|Breach Gauntlets|Murtotaisteluhaskat|Manoplas de Violação|Наручи Разлома|窟窿长手套|ブリーチガントレット|위반 건틀릿|Handschuhe des Breach
runeword_gladstone_gooses_jacket|Gladstone Goose's Jacket|Hannu Hanhen Takki|Jaqueta de Ganso de Gladstone|Жакет Гуся Гладстона|格拉德斯通鹅的夹克|グラッドストーン･グース･ジャケット|글래드스톤 거위 재킷|Jacke des Gladstone Goose
runeword_preacher|Preacher|Saarnaaja|Pregador|Проповедник|牧师|牧師|목사|Priester
runeword_perdition|Perdition|Perikato|Perdição|Погибель|毁灭之路|破滅|지옥행|Verderben
runeword_ravager|Ravager|Hävittäjä|Devastador|Разрушитель|劫掠者|ラベジャー|파괴자|Verwüster
runeword_catastrophe|Catastrophe|Katastrofi|Catástrofe|Катастрофа|灾难|カタストロフ|참사|Katastrophe
runeword_judge|Judge|Tuomari|Juiz|Судья|法官|ジャッジ|판사|Richter
runeword_will_of_thanos|Will of Thanos|Thanoksen Tahto|Vontade de Thanos|Воля Таноса|灭霸的意志|サノスの意志|타노스의 의지|Wille des Thanos
runeword_revelation|Revelation|Paljastus|Revelação|Откровение|启示|啓示|시현|Offenbarung
runeword_kogarasumaru|Kogarasumaru|Kogarasumaru|Kogarasumaru|Когарасумару|嘎嘎罗苏玛鲁|小烏丸|코가 라스 마루|Kogarasumaru
runeword_big_joe|Big Joe|Iso Joe|Grande Joe|Большой Джо|大乔|ビッグジョー|빅 조|Großer Joe
runeword_valkyrie|Valkyrie|Valkyrie|Valquíria|Валькирия|女武神|ヴァルキリー|발키리|Walküre
runeword_enigma|Enigma|Arvoitus|Enigma|Энигма|谜|エニグマ|수수께끼|Rätsel
runeword_mjolner|Mjolner|Mjølner|Mjolner|Мьёльнир|莫尔纳|ミョルナー|음 졸너|Mjolner
runeword_arcane_bastion|Arcane Bastion|Arkaaninen linnake|Bastião Arcano|Таинственный Бастион|奥术堡垒|秘儀の砦|비전 요새|Arkane Bastion
runeword_ascendancy|Ascendancy|Ylemmyys|Ascendência|Господство|优势|優勢|승천|Aufstieg
runeword_sovereignty|Sovereignty|Suvereniteetti|Soberania|Независимость|主权|主権|주권|Souveränität
runeword_virulence|Virulence|Virulence|Virulence|Эссенция Страдания|Virulence|Virulence|Virulence|Virulence
runeword_carnage|Carnage|Carnage|Carnage|Бойня|Carnage|Carnage|Carnage|Carnage
runeword_arcanum|Arcanum|Arcanum|Arcanum|Арканум|Arcanum|Arcanum|Arcanum|Arcanum
runeword_true_aim|True Aim|True Aim|True Aim|True Aim|True Aim|True Aim|True Aim|True Aim
runeword_harvester|Harvester|Harvester|Harvester|Harvester|Harvester|Harvester|Harvester|Harvester
runeword_epilogue|Epilogue|Epilogue|Epilogue|Epilogue|Epilogue|Epilogue|Epilogue|Epilogue
runeword_trapped_vessel|Trapped Vessel|Trapped Vessel|Trapped Vessel|Trapped Vessel|Trapped Vessel|Trapped Vessel|Trapped Vessel|Trapped Vessel
runeword_conquest|Conquest|Conquest|Conquest|Conquest|Conquest|Conquest|Conquest|Conquest
runeword_divine_contemplation|Divine Contemplation|Divine Contemplation|Divine Contemplation|Divine Contemplation|Divine Contemplation|Divine Contemplation|Divine Contemplation|Divine Contemplation
runeword_atonement|Atonement|Atonement|Atonement|Atonement|Atonement|Atonement|Atonement|Atonement
runeword_ghost|Ghost|Ghost|Ghost|Ghost|Ghost|Ghost|Ghost|Ghost
runeword_divinity|Divinity|Divinity|Divinity|Divinity|Divinity|Divinity|Divinity|Divinity
runeword_flowing_sands|Flowing Sands|Flowing Sands|Flowing Sands|Flowing Sands|Flowing Sands|Flowing Sands|Flowing Sands|Flowing Sands
runeword_deus_ex_machina|Deus Ex Machina|Deus Ex Machina|Deus Ex Machina|Deus Ex Machina|Deus Ex Machina|Deus Ex Machina|Deus Ex Machina|Deus Ex Machina
runeword_malice|Malice|Malice|Malice|Malice|Malice|Malice|Malice|Malice
runeword_skysong|Skysong|Skysong|Skysong|Skysong|Skysong|Skysong|Skysong|Skysong
runeword_torment|Torment|Torment|Torment|Torment|Torment|Torment|Torment|Torment
runeword_martyr|Martyr|||||||
runeword_paradox|Paradox|||||||
||||||||
[Prefixes]||||||||
prefix_peasant|Peasant|||||||
prefix_grunt|Grunt|||||||
prefix_soldier|Soldier|||||||
prefix_knight|Knight|||||||
prefix_commander|Commander|||||||
prefix_rugged|Rugged|||||||
prefix_specific|Specific|||||||
prefix_accurate|Accurate|||||||
prefix_precise|Precise|||||||
prefix_faultless|Faultless|||||||
prefix_lizard|Lizard|||||||
prefix_snake|Snake|||||||
prefix_serpent|Serpent|||||||
prefix_dragon|Dragon|||||||
prefix_wyrm|Wyrm|||||||
prefix_sturdy|Sturdy|||||||
prefix_strong|Strong|||||||
prefix_glorious|Glorious|||||||
prefix_holy|Holy|||||||
prefix_godly|Godly|||||||
prefix_fox|Fox|||||||
prefix_tiger|Tiger|||||||
prefix_wolf|Wolf|||||||
prefix_mammoth|Mammoth|||||||
prefix_colossus|Colossus|||||||
prefix_fiery|Fiery|||||||
prefix_flaming|Flaming|||||||
prefix_molten|Molten|||||||
prefix_blistering|Blistering|||||||
prefix_scorching|Scorching|||||||
prefix_frigid|Frigid|||||||
prefix_cold|Cold|||||||
prefix_icy|Icy|||||||
prefix_chilling|Chilling|||||||
prefix_glacial|Glacial|||||||
prefix_poisonous|Poisonous|||||||
prefix_toxic|Toxic|||||||
prefix_virulent|Virulent|||||||
prefix_pernicious|Pernicious|||||||
prefix_venomous|Venomous|||||||
prefix_electric|Electric|||||||
prefix_static|Static|||||||
prefix_voltaic|Voltaic|||||||
prefix_electro_charged|Electro-Charged|||||||
prefix_galvanizing|Galvanizing|||||||
prefix_magical|Magical|||||||
prefix_enchanted|Enchanted|||||||
prefix_incant|Incant|||||||
prefix_charming|Charming|||||||
prefix_occult|Occult|||||||
prefix_apprentice|Apprentice|||||||
prefix_journeyman|Journeyman|||||||
prefix_master|Master|||||||
prefix_monk|Monk|||||||
prefix_arch_angel|Arch Angel|||||||
prefix_traveler|Traveler|||||||
prefix_fortune_teller|Fortune Teller|||||||
prefix_gypsy|Gypsy|||||||
prefix_mystic|Mystic|||||||
prefix_arch_demon|Arch Demon|||||||
prefix_exact|Exact|||||||
prefix_spotted|Spotted|||||||
prefix_sharp|Sharp|||||||
prefix_cleancut|Cleancut|||||||
prefix_gravedigger|Gravedigger|||||||
prefix_soul_harvest|Soul Harvest|||||||
prefix_phasing|Phasing|||||||
prefix_deadeye|Deadeye|||||||
prefix_stalker|Stalker|||||||
prefix_hulking|Hulking|||||||
prefix_lurking|Lurking|||||||
prefix_whale|Whale|||||||
prefix_mimic|Mimic|||||||
prefix_warlord|Warlord|||||||
prefix_scarab|Scarab|||||||
prefix_natures|Natures|||||||
prefix_shivering|Shivering|||||||
prefix_molten_flame|Molten Flame|||||||
prefix_hazardous|Hazardous|||||||
prefix_sparkling|Sparkling|||||||
prefix_manaburning|Manaburning|||||||
prefix_crafters|Crafter's|||||||
prefix_blacksmiths|Blacksmith's|||||||
prefix_runesmiths|Runesmith's|||||||
prefix_fierce|Fierce|||||||
prefix_dreary|Dreary|||||||
prefix_stern|Stern|||||||
prefix_bleak|Bleak|||||||
prefix_grim|Grim|||||||
prefix_bright|Bring|||||||
prefix_shining|Shining|||||||
prefix_dazzling|Dazzling|||||||
prefix_radiant|Radiant|||||||
prefix_lucid|Lucid|||||||
prefix_icy_flame|Icy Flame|||||||
prefix_frost_scorching|Frost Scorching|||||||
prefix_chilling_fiery|Chilling Fiery|||||||
prefix_cold_heated|Cold Heated|||||||
prefix_frost_fire|Frost Fire|||||||
prefix_defenders|Defender's|||||||
prefix_armadillos|Armadillo's|||||||
prefix_scarabs|Scarab's|||||||
prefix_juggernauts|Juggernaut's|||||||
prefix_pantheons|Pantheon's|||||||
prefix_lions|Lion's|||||||
prefix_tigers|Tiger's|||||||
prefix_crusaders|Crusader's|||||||
prefix_legionnaires|Legionnaire's|||||||
prefix_warlords|Warlord's|||||||
prefix_wasps |Wasp's|||||||
prefix_tricksters|Trickster’s|||||||
||||||||
[Suffixes]||||||||
suffix_strength|of Strength|||||||
suffix_toughness|of Toughness|||||||
suffix_might|of Might|||||||
suffix_power|of Power|||||||
suffix_force|of Force|||||||
suffix_fidelity|of Fidelity|||||||
suffix_authority|of Authority|||||||
suffix_reliability|of Reliability|||||||
suffix_precision|of Precision|||||||
suffix_perfection|of Perfection|||||||
suffix_energy|of Energy|||||||
suffix_brilliance|of Brilliance|||||||
suffix_sorcery|of Sorcery|||||||
suffix_wizardry|of Wizardry|||||||
suffix_enlightment|of Enlightment|||||||
suffix_armor|of Armor|||||||
suffix_rigidity|of Rigidity|||||||
suffix_firmness|of Firmness|||||||
suffix_hardness|of Hardness|||||||
suffix_solidity|of Solidity|||||||
suffix_vitality|of Vitality|||||||
suffix_vibrancy|of Vibrancy|||||||
suffix_spirit|of Spirit|||||||
suffix_vigor|of Vigor|||||||
suffix_divine_soul|of Divine Soul|||||||
suffix_mitigation|of Mitigation|||||||
suffix_absorption|of Absorption|||||||
suffix_depletion|of Depletion|||||||
suffix_weakening|of Weakening|||||||
suffix_divine_being|of Divine Being|||||||
suffix_balance|of Balance|||||||
suffix_stability|of Stability|||||||
suffix_steadiness|of Steadiness|||||||
suffix_libra|of Libra|||||||
suffix_equilibrium|of Equilibrium|||||||
suffix_swiftness|of Swiftness|||||||
suffix_agility|of Agility|||||||
suffix_lethal_tempo|of Lethal Tempo|||||||
suffix_samurai|of Samurai|||||||
suffix_vorpal_dimension|of Vorpal Dimenson|||||||
suffix_magician|of Magician|||||||
suffix_conjurer|of Conjurer|||||||
suffix_sorcerer|of Sorcerer|||||||
suffix_grand_warlock|of Grand Warlock|||||||
suffix_ancient_lich|of Ancient Lich|||||||
suffix_luck|of Luck|||||||
suffix_fortune|of Fortune|||||||
suffix_scavenger|of Scavenger|||||||
suffix_tomb_raider|of Tomb Raider|||||||
suffix_rngesus|of RNGesus|||||||
suffix_leech|of Leech|||||||
suffix_locust|of Locust|||||||
suffix_demon|of Demon|||||||
suffix_pagan_god|of Pagan God|||||||
suffix_dracul|of Dracul|||||||
suffix_cave_bat|of Cave Bat|||||||
suffix_possessed_soul|of Possessed Soul|||||||
suffix_wraith|of Wraith|||||||
suffix_anomaly|of Anomaly|||||||
suffix_vampire|of Vampire|||||||
suffix_evading|of Evading|||||||
suffix_dodging|of Dodging|||||||
suffix_tenacity|of Tenacity|||||||
suffix_shade|of Shade|||||||
suffix_regeneration|of Regeneration|||||||
suffix_insight|of Insight|||||||
suffix_blacksmith|of Blacksmith|||||||
suffix_tundra|of Tundra|||||||
suffix_ice_god|of Ice God|||||||
suffix_thorns|of Thorns|||||||
suffix_war_mage|of War Mage|||||||
suffix_king|of King|||||||
suffix_archery|of Archery|||||||
suffix_intellect|of Intellect|||||||
suffix_crusader|of Crusader|||||||
suffix_arch_warlock|of Arch Warlock|||||||
suffix_clairvoyance|of Clairvoyance|||||||
suffix_goblin|of Goblin|||||||
suffix_memory|of Memory|||||||
suffix_ice|of Ice|||||||
suffix_frost|of Frost|||||||
suffix_chill|of Chill|||||||
suffix_rime|of Rime|||||||
suffix_glacier|of Glacier|||||||
suffix_fire|of Fire|||||||
suffix_flames|of Flames|||||||
suffix_lava|of Lava|||||||
suffix_volcano|of Volcano|||||||
suffix_inferno|of Inferno|||||||
suffix_shock|of Shock|||||||
suffix_stasis|of Stasis|||||||
suffix_voltage|of Voltage|||||||
suffix_lightning|of Lightning|||||||
suffix_thunder|of Thunder|||||||
suffix_poison|of Poison|||||||
suffix_toxicity|of Toxicity|||||||
suffix_vile|of Vile|||||||
suffix_plague|of Plague|||||||
suffix_pandemic|of Pandemic|||||||
||||||||
[set_names]||||||||
gurag_setname|Gurag's Fury|Guragin raivo|Fúria de Gurag|Гнев Гурага|古拉格的愤怒|グーラグの憤激|구라그의 분노|Gurag Wut
reaper_setname|Death's Toll|Kuoleman Tulli|Pena de Morte|Подношение Смерти|死亡人数|死の鐘|죽음의 울림|Der Tod der Maut
anubis_setname|Anubi's Eternal Life|Anubiksen Ikuinen Elämä|Vida Eterna de Anúbis|Вечная Жизнь Анубиса|阿努比斯永生|アヌビスの永遠の命|아누비스의 영생|Anubi des ewigen Lebens
damien_setname|Damien's Legacy|Damienin Perintö|Legado de Damien|Наследие Дэмиена|达米恩的遗产|デイミアンの遺産|데미안의 유산|Damien Vermächtnis
